COUNTY,PREC_y,PREC_x
DeKalb,"DEKALB, REDAN-TROTTI LIBRARY","DEKALB, REDAN-TROTTI LIBRARY"
DeKalb,"DEKALB, REHOBOTH","DEKALB, REHOBOTH"
DeKalb,"DEKALB, RENFROE MIDDLE","DEKALB, RENFROE (DEC)"
DeKalb,"DEKALB, ROCK CHAPEL ELEM","DEKALB, ROCK CHAPEL ELEM"
DeKalb,"DEKALB, ROCK CHAPEL ROAD","DEKALB, ROCK CHAPEL ROAD"
DeKalb,"DEKALB, ROCKBRIDGE ELEM","DEKALB, ROCKBRIDGE ELEM"
DeKalb,"DEKALB, ROCKBRIDGE ROAD","DEKALB, ROCKBRIDGE ROAD"
DeKalb,"DEKALB, ROWLAND ELEM","DEKALB, ROWLAND ELEM"
DeKalb,"DEKALB, ROWLAND ROAD","DEKALB, ROWLAND ROAD"
DeKalb,"DEKALB, SAGAMORE HILLS ELEM","DEKALB, SAGAMORE HILLS ELEM"
DeKalb,"DEKALB, SALEM MIDDLE","DEKALB, SALEM MIDDLE"
DeKalb,"DEKALB, SCOTT","DEKALB, SCOTT"
DeKalb,"DEKALB, SHADOW ROCK ELEM","DEKALB, SHADOW ROCK ELEM"
DeKalb,"DEKALB, SHAMROCK","DEKALB, SHAMROCK"
DeKalb,"DEKALB, SHAW-ROBERT SHAW ELEM","DEKALB, SHAW-ROBERT SHAW ELEM"
DeKalb,"DEKALB, SILVER LAKE","DEKALB, SILVER LAKE (BHAVN)"
DeKalb,"DEKALB, SKYLAND","DEKALB, SKYLAND (BHAVN)"
DeKalb,"DEKALB, SMOKE RISE","DEKALB, SMOKE RISE"
DeKalb,"DEKALB, SNAPFINGER ELEM","DEKALB, SNAPFINGER ELEM"
DeKalb,"DEKALB, SNAPFINGER ROAD NORTH","DEKALB, SNAPFINGER ROAD N"
DeKalb,"DEKALB, SNAPFINGER ROAD SOUTH","DEKALB, SNAPFINGER ROAD S"
DeKalb,"DEKALB, SOUTH DESHON","DEKALB, SOUTH DESHON"
DeKalb,"DEKALB, SOUTH HAIRSTON","DEKALB, SOUTH HAIRSTON"
DeKalb,"DEKALB, STEPHENSON HIGH","DEKALB, STEPHENSON HIGH"
DeKalb,"DEKALB, STEPHENSON MIDDLE","DEKALB, STEPHENSON MIDDLE"
DeKalb,"DEKALB, STONE MILL ELEM","DEKALB, STONE MILL ELEM"
DeKalb,"DEKALB, STONE MOUNTAIN","DEKALB, STONE MTN   (STO)"
DeKalb,"DEKALB, STONE MOUNTAIN CHAMPION","DEKALB, STONE MTN CHAMPION (STO)"
DeKalb,"DEKALB, STONE MOUNTAIN ELEM","DEKALB, STONE MOUNTAIN ELEM"
DeKalb,"DEKALB, STONE MOUNTAIN MIDDLE","DEKALB, STN MTN MIDDLE"
DeKalb,"DEKALB, STONECREST LIBRARY (STC)","DEKALB, STONECREST LIBRARY (STC)"
DeKalb,"DEKALB, STONEVIEW ELEM","DEKALB, STONEVIEW ELEM"
DeKalb,"DEKALB, TERRY MILL ELEM","DEKALB, TERRY MILL"
DeKalb,"DEKALB, TILLY MILL ROAD","DEKALB, TILLY MILL ROAD (DUN)"
DeKalb,"DEKALB, TONEY ELEM","DEKALB, TONEY ELEM"
DeKalb,"DEKALB, TUCKER","DEKALB, TUCKER"
DeKalb,"DEKALB, TUCKER LIBRARY","DEKALB, TUCKER LIBRARY"
DeKalb,"DEKALB, VALLEY BROOK","DEKALB, VALLEY BROOK"
DeKalb,"DEKALB, WADSWORTH","DEKALB, WADSWORTH"
DeKalb,"DEKALB, WARREN TECH","DEKALB, WARREN TECH"
DeKalb,"DEKALB, WESLEY CHAPEL LIBRARY","DEKALB, WESLEY CHAPEL LIBRARY"
DeKalb,"DEKALB, WHITE OAK","DEKALB, WHITE OAK"
DeKalb,"DEKALB, WINNONA PARK","DEKALB, WINNONA PARK  (DEC)"
DeKalb,"DEKALB, WINTERS CHAPEL","DEKALB, WINTERS CHAPEL (DUN)"
DeKalb,"DEKALB, WOODRIDGE ELEM","DEKALB, WOODRIDGE ELEM"
DeKalb,"DEKALB, WOODROW ROAD","DEKALB, WOODROW ROAD"
DeKalb,"DEKALB, WOODWARD","DEKALB, WOODWARD (BHAVN)"
DeKalb,"DEKALB, WYNBROOKE ELEM","DEKALB, WYNBROOKE ELEM"
DeKalb,"DEKALB, YOUNG ROAD","DEKALB, YOUNG ROAD"
Dodge,"DODGE, CHAUNCEY","DODGE, CHAUN"
Dodge,"DODGE, CLARK","DODGE, CLARK"
Dodge,"DODGE, EDDIN","DODGE, EDDIN"
Dodge,"DODGE, EMPIRE","DODGE, EMPIR"
Dodge,"DODGE, JAYBIRD","DODGE, JAYBI"
Dodge,"DODGE, JONES","DODGE, JONES"
Dodge,"DODGE, LEE","DODGE, LEE"
Dodge,"DODGE, MCCRANIE","DODGE, MCCRA"
Dodge,"DODGE, MILAN","DODGE, MILAN"
Dodge,"DODGE, MITCHELL","DODGE, MITCH"
Dodge,"DODGE, MULLIS","DODGE, MULLI"
Dodge,"DODGE, PLAINFIELD","DODGE, PLAIN"
Dodge,"DODGE, PONDTOWN","DODGE, PONDT"
Dodge,"DODGE, RAWLINS","DODGE, RAWLI"
Dodge,"DODGE, VILULA","DODGE, VILUL"
Dodge,"DODGE, YONKER","DODGE, YONKE"
Dooly,"DOOLY, BYROMVILLE","DOOLY, BYROMVILLE"
Dooly,"DOOLY, LILLY","DOOLY, LILLY"
Dooly,"DOOLY, PINEHURST","DOOLY, PINEHURST"
Dooly,"DOOLY, UNADILLA","DOOLY, UNADILLA"
Dooly,"DOOLY, VIENNA","DOOLY, VIENNA"
Dougherty,"DOUGHERTY, ALBANY MIDDLE SCHOOL","DOUGHERTY, ALBANY MIDDLE SCHOOL"
Dougherty,"DOUGHERTY, ALICE COACHMAN ELEM","DOUGHERTY, ALICE COACHMAN ELEM"
Dougherty,"DOUGHERTY, BILL MILLER CENTER","DOUGHERTY, BILL MILLER CENTER"
Dougherty,"DOUGHERTY, CARVER TEEN CENTER","DOUGHERTY, CARVER TEEN CENTER"
Dougherty,"DOUGHERTY, CHRIST CHURCH","DOUGHERTY, CHRIST CHURCH"
Dougherty,"DOUGHERTY, COVENANT PRES CHURCH","DOUGHERTY, COVENANT CHURCH"
Dougherty,"DOUGHERTY, DARTON COLLEGE","DOUGHERTY, DARTON COLLEGE"
Dougherty,"DOUGHERTY, FIRST CHRISTIAN CHURCH","DOUGHERTY, 1ST CHRISTIAN CHURCH"
Dougherty,"DOUGHERTY, GREENBRIAR CHURCH","DOUGHERTY, GREENBRIAR CHURCH"
Dougherty,"DOUGHERTY, INTERNATIONAL STUDIE","DOUGHERTY, INTERNATIONAL STUDIE"
Dougherty,"DOUGHERTY, JACKSON HEIGHTS ELEM","DOUGHERTY, JACKSON HEIGHTS ELEM"
Dougherty,"DOUGHERTY, LAMAR REESE ELEM SCHOOL","DOUGHERTY, LAMAR REESE ELEM SCH"
Dougherty,"DOUGHERTY, LITMAN CATHEDRAL","DOUGHERTY, LITMAN CATHEDRAL"
Dougherty,"DOUGHERTY, LOVETT HALL","DOUGHERTY, LOVETT HALL"
Dougherty,"DOUGHERTY, MERRY ACRES MIDDLE","DOUGHERTY, MERRY ACRES MIDDLE"
Dougherty,"DOUGHERTY, MT. ZION CENTER","DOUGHERTY, MT ZION CENTER"
Dougherty,"DOUGHERTY, PALMYRA RD METH CHURCH","DOUGHERTY, PALMYRA METH CHURCH"
Dougherty,"DOUGHERTY, PHOEBE EAST","DOUGHERTY, PHOEBE EAST"
Dougherty,"DOUGHERTY, PHOEBE HEALTHWORKS","DOUGHERTY, PHOEBE HEALTHWORKS"
Dougherty,"DOUGHERTY, PINE BLUFF BAPT CHURCH","DOUGHERTY, PINE BLUFF BAPT CHUR"
Dougherty,"DOUGHERTY, PUTNEY 1ST BAPT CHURCH","DOUGHERTY, PUTNEY 1ST BAPT CHUR"
Dougherty,"DOUGHERTY, RADIUM MIDDLE SCHOOL","DOUGHERTY, RADIUM MIDDLE SCHOOL"
Dougherty,"DOUGHERTY, SECOND MT. ZION","DOUGHERTY, 2ND MT ZION CHURCH"
Dougherty,"DOUGHERTY, SHERWOOD ELEM SCHOOL","DOUGHERTY, SHERWOOD ELEM SCHOOL"
Dougherty,"DOUGHERTY, SHILOH BAPTIST CHURCH","DOUGHERTY, SHILOH BAPTIST CHURC"
Dougherty,"DOUGHERTY, TURNER ELEM SCHOOL","DOUGHERTY, TURNER ELEM SCHOOL"
Dougherty,"DOUGHERTY, WESTOVER HIGH SCHOOL","DOUGHERTY, WESTOVER HIGH SCHOOL"
Dougherty,"DOUGHERTY, WESTTOWN ELEM SCHOOL","DOUGHERTY, WESTTOWN ELEM SCHOOL"
Douglas,"DOUGLAS, ARBOR STATION","DOUGLAS, ARBOR STATION"
Douglas,"DOUGLAS, BEULAH","DOUGLAS, BEULAH BAPTIST CHURCH"
Douglas,"DOUGLAS, BOUNDARY WATERS","DOUGLAS, BOUNDARY WATERS"
Douglas,"DOUGLAS, BRIGHT STAR","DOUGLAS, BRIGHT STAR"
Douglas,"DOUGLAS, CHAPEL HILL","DOUGLAS, CHAPEL HILL"
Douglas,"DOUGLAS, CHESTNUT LOG","DOUGLAS, CHESTNUT LOG"
Douglas,"DOUGLAS, CHURCH AT CHAPEL HILL","DOUGLAS, CHURCH AT CHAPEL HILL"
Douglas,"DOUGLAS, COLONIAL HILLS","DOUGLAS, COLONIAL HILLS"
Douglas,"DOUGLAS, DEER LICK","DOUGLAS, DEER LICK"
Douglas,"DOUGLAS, DOG RIVER LIBRARY","DOUGLAS, DOG RIVER LIBRARY"
Douglas,"DOUGLAS, DORSETT SHOALS","DOUGLAS, DORSETT SHOALS"
Douglas,"DOUGLAS, EPHESUS BAPTIST CHUR","DOUGLAS, EPHESUS BAPTIST CHUR"
Douglas,"DOUGLAS, FACTORY SHOALS","DOUGLAS, FACTORY SHOALS"
Douglas,"DOUGLAS, FIRST BAPTIST - LITHIA SPRINGS","DOUGLAS, FIRST BAPTIST LITHIA SPRINGS"
Douglas,"DOUGLAS, FIRST BAPTIST CHURCH","DOUGLAS, FIRST BAPTIST DOUGLASVILLE"
Douglas,"DOUGLAS, GOLDEN METHODIST CH","DOUGLAS, GOLDEN METHODIST CH"
Douglas,"DOUGLAS, LITHIA HIGH SCHOOL","DOUGLAS, LITHIA SPRINGS HIGH SCHOOL"
Douglas,"DOUGLAS, LUTHERAN CHURCH - GS","DOUGLAS, LUTHERAN CHURCH - GS"
Douglas,"DOUGLAS, MIRROR LAKE ELEMENTA","DOUGLAS, MIRROR LAKE ELEMENTA"
Douglas,"DOUGLAS, OLD COURTHOUSE","DOUGLAS, OLD COURTHOUSE"
Douglas,"DOUGLAS, PRAYS MILL GYM","DOUGLAS, PRAYS MILL GYM"
Douglas,"DOUGLAS, ST JULIANS EPISCOPAL","DOUGLAS, ST JULIANS EPISCOPAL"
Douglas,"DOUGLAS, STEWART","DOUGLAS, STEWART"
Douglas,"DOUGLAS, TURNER","DOUGLAS, TURNER"
Douglas,"DOUGLAS, WINSTON","DOUGLAS, WINSTON"
Early,"EARLY, ARLINGTON","EARLY, ARLINGTON"
Early,"EARLY, BLAKELY","EARLY, BLAKELY"
Early,"EARLY, CEDAR SPRINGS","EARLY, CEDAR SPRINGS"
Early,"EARLY, CUBA","EARLY, CUBA"
Early,"EARLY, URQUHART","EARLY, URQUHART"
Echols,"ECHOLS, STATENVILLE","ECHOLS, STATENVILLE"
Effingham,"EFFINGHAM, 1A","EFFINGHAM, 1A"
Effingham,"EFFINGHAM, 1B","EFFINGHAM, 1B"
Effingham,"EFFINGHAM, 1C","EFFINGHAM, 1C"
Effingham,"EFFINGHAM, 1D","EFFINGHAM, 1D"
Effingham,"EFFINGHAM, 2A","EFFINGHAM, 2A"
Effingham,"EFFINGHAM, 2B","EFFINGHAM, 2B"
Effingham,"EFFINGHAM, 2C","EFFINGHAM, 2C"
Effingham,"EFFINGHAM, 3A","EFFINGHAM, 3A"
Effingham,"EFFINGHAM, 3B","EFFINGHAM, 3B"
Effingham,"EFFINGHAM, 3C","EFFINGHAM, 3C"
Effingham,"EFFINGHAM, 3D","EFFINGHAM, 3D"
Effingham,"EFFINGHAM, 4A","EFFINGHAM, 4A"
Effingham,"EFFINGHAM, 4B","EFFINGHAM, 4B"
Effingham,"EFFINGHAM, 4C","EFFINGHAM, 4C"
Effingham,"EFFINGHAM, 5A","EFFINGHAM, 5A"
Effingham,"EFFINGHAM, 5B","EFFINGHAM, 5B"
Effingham,"EFFINGHAM, 5C","EFFINGHAM, 5C"
Elbert,"ELBERT, CENTERVILLE","ELBERT, CENTERVILLE"
Elbert,"ELBERT, ELBERTON","ELBERT, ELBERTON"
Elbert,"ELBERT, ELIAM","ELBERT, ELIAM"
Elbert,"ELBERT, GAINES","ELBERT, GAINES"
Elbert,"ELBERT, GOSHEN","ELBERT, GOSHEN"
Elbert,"ELBERT, LONGSTREET","ELBERT, LONGSTREET"
Elbert,"ELBERT, MOSS-RUCKERSVILLE","ELBERT, MOSS-RUCKERSVILLE"
Elbert,"ELBERT, PETERSBURG","ELBERT, PETERSBURG"
Elbert,"ELBERT, PIKE","ELBERT, PIKE"
Elbert,"ELBERT, WEBBSBORO","ELBERT, WEBBSBORO"
Elbert,"ELBERT, WYCHE","ELBERT, WYCHE"
Emanuel,"EMANUEL, ADRIAN","EMANUEL, ADRIAN"
Emanuel,"EMANUEL, BLUNDALE","EMANUEL, BLUNDALE"
Emanuel,"EMANUEL, CANOOCHEE","EMANUEL, CANOOCHEE"
Emanuel,"EMANUEL, CROSS-GREEN","EMANUEL, CROSS-GREEN"
Emanuel,"EMANUEL, GARFIELD","EMANUEL, GARFIELD"
Emanuel,"EMANUEL, NUNEZ","EMANUEL, NUNEZ"
Emanuel,"EMANUEL, OAK PARK","EMANUEL, OAK PARK"
Emanuel,"EMANUEL, STILLMORE","EMANUEL, STILLMORE"
Emanuel,"EMANUEL, SUMMERTOWN","EMANUEL, SUMMERTOWN"
Emanuel,"EMANUEL, SWAINSBORO","EMANUEL, SWAINSBORO"
Emanuel,"EMANUEL, TWIN CITY","EMANUEL, TWIN CITY"
Evans,"EVANS, VETERAN'S COMM CTR","EVANS, VETERAN'S COMM CTR"
Fannin,"FANNIN, COLWELL","FANNIN, COLWELL"
Fannin,"FANNIN, FAIRPLAY","FANNIN, FAIRPLAY"
Fannin,"FANNIN, FLINTHILL","FANNIN, FLINTHILL"
Fannin,"FANNIN, HEMPTOWN","FANNIN, HEMPTOWN"
Fannin,"FANNIN, HOTHOUSE","FANNIN, HOTHOUSE"
Fannin,"FANNIN, MINERAL BLUFF","FANNIN, MINERAL BLUFF"
Fannin,"FANNIN, MOBILE","FANNIN, MOBILE"
Fannin,"FANNIN, MORGANTON","FANNIN, MORGANTON"
Fannin,"FANNIN, NOONTOOTLA","FANNIN, NOONTOOTLA"
Fannin,"FANNIN, SKENIAH","FANNIN, SKENIAH"
Fannin,"FANNIN, SUGAR CREEK","FANNIN, SUGAR CREEK"
Fannin,"FANNIN, TOCCOA","FANNIN, TOCCOA"
Fayette,"FAYETTE, ABERDEEN","FAYETTE, ABERDEEN"
Fayette,"FAYETTE, ANTIOCH","FAYETTE, ANTIOCH"
Fayette,"FAYETTE, BANKS","FAYETTE, BANKS"
Fayette,"FAYETTE, BLACKROCK","FAYETTE, BLACKROCK"
Fayette,"FAYETTE, BRAELINN","FAYETTE, BRAELINN"
Fayette,"FAYETTE, BROOKS","FAYETTE, BROOKS"
Fayette,"FAYETTE, CAMP CREEK","FAYETTE, CAMP CREEK"
Fayette,"FAYETTE, DOGWOOD","FAYETTE, DOGWOOD"
Fayette,"FAYETTE, EUROPE","FAYETTE, EUROPE"
Fayette,"FAYETTE, FAYETTEVILLE EAST","FAYETTE, FAYETTEVILLE EAST"
Fayette,"FAYETTE, FAYETTEVILLE WEST","FAYETTE, FAYETTEVILLE WEST"
Fayette,"FAYETTE, FIELDING RIDGE","FAYETTE, FIELDING RIDGE"
Fayette,"FAYETTE, FLAT CREEK","FAYETTE, FLAT CREEK"
Fayette,"FAYETTE, FLINT","FAYETTE, FLINT"
Fayette,"FAYETTE, HARPS CROSSING","FAYETTE, HARPS CROSSING"
Fayette,"FAYETTE, HOPEFUL","FAYETTE, HOPEFUL"
Fayette,"FAYETTE, JEFF DAVIS","FAYETTE, JEFF DAVIS"
Fayette,"FAYETTE, KEDRON","FAYETTE, KEDRON"
Fayette,"FAYETTE, KENWOOD","FAYETTE, KENWOOD"
Fayette,"FAYETTE, MCINTOSH","FAYETTE, MCINTOSH"
Fayette,"FAYETTE, MORNING CREEK","FAYETTE, MORNING CREEK"
Fayette,"FAYETTE, MURPHY","FAYETTE, MURPHY"
Fayette,"FAYETTE, OAK GROVE","FAYETTE, OAK GROVE"
Fayette,"FAYETTE, OAK RIDGE","FAYETTE, OAK RIDGE"
Fayette,"FAYETTE, RAREOVER","FAYETTE, RAREOVER"
Fayette,"FAYETTE, RISING STAR","FAYETTE, RISING STAR"
Fayette,"FAYETTE, SANDY CREEK","FAYETTE, SANDY CREEK"
Fayette,"FAYETTE, SHAKERAG EAST","FAYETTE, SHAKERAG EAST"
Fayette,"FAYETTE, SHAKERAG WEST","FAYETTE, SHAKERAG WEST"
Fayette,"FAYETTE, SPRING HILL","FAYETTE, SPRING HILL"
Fayette,"FAYETTE, STARRSMILL","FAYETTE, STARRSMILL"
Fayette,"FAYETTE, WHITEWATER","FAYETTE, WHITEWATER"
Fayette,"FAYETTE, WILLOW POND","FAYETTE, WILLOW POND"
Fayette,"FAYETTE, WILLOWBEND","FAYETTE, WILLOWBEND"
Fayette,"FAYETTE, WINDGATE","FAYETTE, WINDGATE"
Fayette,"FAYETTE, WOOLSEY","FAYETTE, WOOLSEY"
Floyd,"FLOYD, ALTO PARK","FLOYD, ALTO PARK"
Floyd,"FLOYD, ARMUCHEE","FLOYD, ARMUCHEE"
Floyd,"FLOYD, BARKERS","FLOYD, BARKERS"
Floyd,"FLOYD, CAVE SPRING","FLOYD, CAVE SPRING"
Floyd,"FLOYD, CHULIO","FLOYD, CHULIO"
Floyd,"FLOYD, EAST LINDALE","FLOYD, EAST LINDALE"
Floyd,"FLOYD, EAST ROME","FLOYD, EAST ROME"
Floyd,"FLOYD, ETOWAH","FLOYD, ETOWAH"
Floyd,"FLOYD, EVERETT SPRINGS","FLOYD, EVERETT SPRINGS"
Floyd,"FLOYD, FLOYD SPRINGS","FLOYD, FLOYD SPRINGS"
Floyd,"FLOYD, FOSTER'S MILL","FLOYD, FOSTER'S MILL"
Floyd,"FLOYD, GARDEN LAKES","FLOYD, GARDEN LAKES"
Floyd,"FLOYD, GLENWOOD","FLOYD, GLENWOOD"
Floyd,"FLOYD, HOWELL","FLOYD, HOWELL"
Floyd,"FLOYD, MT ALTO NORTH","FLOYD, MT ALTO NORTH"
Floyd,"FLOYD, MT ALTO SOUTH","FLOYD, MT ALTO SOUTH"
Floyd,"FLOYD, NORTH CAROLINA","FLOYD, NORTH CAROLINA"
Floyd,"FLOYD, NORTH ROME","FLOYD, NORTH ROME"
Floyd,"FLOYD, RIVERSIDE","FLOYD, RIVERSIDE"
Floyd,"FLOYD, SOUTH ROME","FLOYD, SOUTH ROME"
Floyd,"FLOYD, TEXAS VALLEY","FLOYD, TEXAS VALLEY"
Floyd,"FLOYD, TOWN ROME","FLOYD, TOWN ROME"
Floyd,"FLOYD, VANNS VALLEY","FLOYD, VANNS VALLEY"
Floyd,"FLOYD, WATTERS","FLOYD, WATTERS"
Floyd,"FLOYD, WEST LINDALE","FLOYD, WEST LINDALE"
Forsyth,"FORSYTH, 01 BIG CREEK","FORSYTH, 01 BIG CREEK"
Forsyth,"FORSYTH, 02 BRANDYWINE","FORSYTH, 02 BRANDYWINE"
Forsyth,"FORSYTH, 03 BROWNS BRIDGE","FORSYTH, 03 BROWNS BRIDGE"
Forsyth,"FORSYTH, 04 CHESTATEE","FORSYTH, 04 CHESTATEE"
Forsyth,"FORSYTH, 05 COAL MOUNTAIN","FORSYTH, 05 COAL MOUNTAIN"
Forsyth,"FORSYTH, 06 CROSSROADS","FORSYTH, 06 CROSSROADS"
Forsyth,"FORSYTH, 07 CUMMING","FORSYTH, 07 CUMMING"
Forsyth,"FORSYTH, 08 MASHBURN","FORSYTH, 08 MASHBURN"
Forsyth,"FORSYTH, 10 MIDWAY","FORSYTH, 10 MIDWAY"
Forsyth,"FORSYTH, 15 HEARDSVILLE","FORSYTH, 15 HEARDSVILLE"
Forsyth,"FORSYTH, 16 OTWELL","FORSYTH, 16 OTWELL"
Forsyth,"FORSYTH, 19 OLD ATLANTA","FORSYTH, 19 OLD ATLANTA"
Forsyth,"FORSYTH, 21 SOUTH FORSYTH","FORSYTH, 21 SOUTH FORSYTH"
Forsyth,"FORSYTH, 25 WINDERMERE","FORSYTH, 25 WINDERMERE"
Forsyth,"FORSYTH, 27 CONCORD","FORSYTH, 27 CONCORD"
Forsyth,"FORSYTH, 29 POLO","FORSYTH, 29 POLO"
Franklin,"FRANKLIN, CANON","FRANKLIN, CANON"
Franklin,"FRANKLIN, CARNESVILLE","FRANKLIN, CARNESVILLE"
Franklin,"FRANKLIN, LAVONIA","FRANKLIN, LAVONIA"
Franklin,"FRANKLIN, NORTHEAST","FRANKLIN, NORTHEAST FRANKLIN"
Franklin,"FRANKLIN, ROYSTON","FRANKLIN, ROYSTON"
Franklin,"FRANKLIN, SOUTHWEST","FRANKLIN, SOUTHWEST FRANKLIN"
Franklin,"FRANKLIN, WEST FRANKLIN","FRANKLIN, WEST FRANKLIN"
Fulton,"FULTON, 01A","FULTON, 01A"
Fulton,"FULTON, 01B","FULTON, 01B"
Fulton,"FULTON, 01C","FULTON, 01C"
Fulton,"FULTON, 01D","FULTON, 01D"
Fulton,"FULTON, 01E","FULTON, 01E"
Fulton,"FULTON, 01F","FULTON, 01F"
Fulton,"FULTON, 01G","FULTON, 01G"
Fulton,"FULTON, 01H","FULTON, 01H"
Fulton,"FULTON, 01J","FULTON, 01J"
Fulton,"FULTON, 01P","FULTON, 01P"
Fulton,"FULTON, 01R","FULTON, 01R"
Fulton,"FULTON, 01S","FULTON, 01S"
Fulton,"FULTON, 01T","FULTON, 01T"
Fulton,"FULTON, 02A","FULTON, 02A"
Fulton,"FULTON, 02B","FULTON, 02B"
Fulton,"FULTON, 02C","FULTON, 02C"
Fulton,"FULTON, 02D","FULTON, 02D"
Fulton,"FULTON, 02E","FULTON, 02E"
Fulton,"FULTON, 02F1","FULTON, 02F1"
Fulton,"FULTON, 02F2","FULTON, 02F2"
Fulton,"FULTON, 02G","FULTON, 02G"
Fulton,"FULTON, 02J","FULTON, 02J"
Fulton,"FULTON, 02K","FULTON, 02K"
Fulton,"FULTON, 02L1","FULTON, 02L1"
Fulton,"FULTON, 02L2","FULTON, 02L2"
Fulton,"FULTON, 02S","FULTON, 02S"
Fulton,"FULTON, 02W","FULTON, 02W"
Fulton,"FULTON, 03A","FULTON, 03A"
Fulton,"FULTON, 03B","FULTON, 03B"
Fulton,"FULTON, 03C","FULTON, 03C"
Fulton,"FULTON, 03D","FULTON, 03D"
Fulton,"FULTON, 03E","FULTON, 03E"
Fulton,"FULTON, 03F","FULTON, 03F"
Fulton,"FULTON, 03G","FULTON, 03G"
Fulton,"FULTON, 03H","FULTON, 03H"
Fulton,"FULTON, 03I","FULTON, 03I"
Fulton,"FULTON, 03L","FULTON, 03L"
Fulton,"FULTON, 03M","FULTON, 03M"
Fulton,"FULTON, 03N","FULTON, 03N"
Fulton,"FULTON, 03P1A","FULTON, 03P1A"
Fulton,"FULTON, 03P2","FULTON, 03P2"
Fulton,"FULTON, 03S","FULTON, 03S"
Fulton,"FULTON, 03T","FULTON, 03T"
Fulton,"FULTON, 04A","FULTON, 04A"
Fulton,"FULTON, 04B","FULTON, 04B"
Fulton,"FULTON, 04C","FULTON, 04C"
Fulton,"FULTON, 04D","FULTON, 04D"
Fulton,"FULTON, 04F","FULTON, 04F"
Fulton,"FULTON, 04G","FULTON, 04G"
Fulton,"FULTON, 04I","FULTON, 04I"
Fulton,"FULTON, 04J","FULTON, 04J"
Fulton,"FULTON, 04K","FULTON, 04K"
Fulton,"FULTON, 04L","FULTON, 04L"
Fulton,"FULTON, 04M","FULTON, 04M"
Fulton,"FULTON, 04S","FULTON, 04S"
Fulton,"FULTON, 04T","FULTON, 04T"
Fulton,"FULTON, 04V","FULTON, 04V"
Fulton,"FULTON, 04W","FULTON, 04W"
Fulton,"FULTON, 04X1","FULTON, 04X1"
Fulton,"FULTON, 04X2","FULTON, 04X2"
Fulton,"FULTON, 05A1","FULTON, 05A1"
Fulton,"FULTON, 05A2","FULTON, 05A2"
Fulton,"FULTON, 05B","FULTON, 05B"
Fulton,"FULTON, 05C","FULTON, 05C"
Fulton,"FULTON, 05D","FULTON, 05D"
Fulton,"FULTON, 05F","FULTON, 05F"
Fulton,"FULTON, 05J","FULTON, 05J"
Fulton,"FULTON, 05K","FULTON, 05K"
Fulton,"FULTON, 06B","FULTON, 06B"
Fulton,"FULTON, 06D","FULTON, 06D"
Fulton,"FULTON, 06E","FULTON, 06E"
Fulton,"FULTON, 06F","FULTON, 06F"
Fulton,"FULTON, 06G","FULTON, 06G"
Fulton,"FULTON, 06I","FULTON, 06I"
Fulton,"FULTON, 06J","FULTON, 06J"
Fulton,"FULTON, 06L1","FULTON, 06L1"
Fulton,"FULTON, 06L2","FULTON, 06L2"
Fulton,"FULTON, 06N","FULTON, 06N"
Fulton,"FULTON, 06Q","FULTON, 06Q"
Fulton,"FULTON, 06R","FULTON, 06R"
Fulton,"FULTON, 07A","FULTON, 07A"
Fulton,"FULTON, 07B","FULTON, 07B"
Fulton,"FULTON, 07C","FULTON, 07C"
Fulton,"FULTON, 07D","FULTON, 07D"
Fulton,"FULTON, 07E","FULTON, 07E"
Fulton,"FULTON, 07F","FULTON, 07F"
Fulton,"FULTON, 07H","FULTON, 07H"
Fulton,"FULTON, 07J","FULTON, 07J"
Fulton,"FULTON, 07M","FULTON, 07M"
Fulton,"FULTON, 07N","FULTON, 07N"
Fulton,"FULTON, 08A","FULTON, 08A"
Fulton,"FULTON, 08B","FULTON, 08B"
Fulton,"FULTON, 08C","FULTON, 08C"
Fulton,"FULTON, 08D","FULTON, 08D"
Fulton,"FULTON, 08E","FULTON, 08E"
Fulton,"FULTON, 08F1","FULTON, 08F1"
Fulton,"FULTON, 08G","FULTON, 08G"
Fulton,"FULTON, 08H","FULTON, 08H"
Fulton,"FULTON, 08J","FULTON, 08J"
Fulton,"FULTON, 08K","FULTON, 08K"
Fulton,"FULTON, 08L","FULTON, 08L"
Fulton,"FULTON, 08M","FULTON, 08M"
Fulton,"FULTON, 08N1","FULTON, 08N1"
Fulton,"FULTON, 08N2","FULTON, 08N2"
Fulton,"FULTON, 08P","FULTON, 08P"
Fulton,"FULTON, 09A","FULTON, 09A"
Fulton,"FULTON, 09B","FULTON, 09B"
Fulton,"FULTON, 09C","FULTON, 09C"
Fulton,"FULTON, 09D","FULTON, 09D"
Fulton,"FULTON, 09E","FULTON, 09E"
Fulton,"FULTON, 09F","FULTON, 09F"
Fulton,"FULTON, 09G","FULTON, 09G"
Fulton,"FULTON, 09H","FULTON, 09H"
Fulton,"FULTON, 09I","FULTON, 09I"
Fulton,"FULTON, 09K","FULTON, 09K"
Fulton,"FULTON, 09M","FULTON, 09M"
Fulton,"FULTON, 10A","FULTON, 10A"
Fulton,"FULTON, 10B","FULTON, 10B"
Fulton,"FULTON, 10C","FULTON, 10C"
Fulton,"FULTON, 10D","FULTON, 10D"
Fulton,"FULTON, 10E","FULTON, 10E"
Fulton,"FULTON, 10F","FULTON, 10F"
Fulton,"FULTON, 10G","FULTON, 10G"
