county,precinct,PRES20D,PRES20L,PRES20R,PREC
Dougherty,Christ Church,583,6,914,"DOUGHERTY, CHRIST CHURCH"
Dougherty,Covenant Church,759,18,655,"DOUGHERTY, COVENANT CHURCH"
Dougherty,Darton College,2043,18,502,"DOUGHERTY, DARTON COLLEGE"
Dougherty,Greenbriar Church,1531,18,1394,"DOUGHERTY, GREENBRIAR CHURCH"
Dougherty,International Studies,485,2,185,"DOUGHERTY, INTERNATIONAL STUDIES"
Dougherty,Jackson Heights Elementary,1101,8,32,"DOUGHERTY, JACKSON HEIGHTS ELEMENTARY"
Dougherty,Lamar Reese Elementary,637,7,44,"DOUGHERTY, LAMAR REESE ELEMENTARY"
Dougherty,Litman Cathedral,656,9,32,"DOUGHERTY, LITMAN CATHEDRAL"
Dougherty,Lovett Hall,392,2,12,"DOUGHERTY, LOVETT HALL"
Dougherty,Merry Acres Middle,775,21,816,"DOUGHERTY, MERRY ACRES MIDDLE"
Dougherty,Mt Zion Center,1762,12,49,"DOUGHERTY, MT ZION CENTER"
Dougherty,Palmyra Methodist,776,18,804,"DOUGHERTY, PALMYRA METHODIST"
Dougherty,Phoebe East,1223,7,183,"DOUGHERTY, PHOEBE EAST"
Dougherty,Phoebe Healthworks,512,8,125,"DOUGHERTY, PHOEBE HEALTHWORKS"
Dougherty,Pine Bluff Baptist Church,878,8,457,"DOUGHERTY, PINE BLUFF BAPTIST CHURCH"
Dougherty,Putney 1st Baptist Church,909,13,856,"DOUGHERTY, PUTNEY 1ST BAPTIST CHURCH"
Dougherty,Radium Middle School,290,5,119,"DOUGHERTY, RADIUM MIDDLE SCHOOL"
Dougherty,Sherwood Elementary,1208,23,722,"DOUGHERTY, SHERWOOD ELEMENTARY"
Dougherty,Shiloh Baptist Church,663,7,42,"DOUGHERTY, SHILOH BAPTIST CHURCH"
Dougherty,Turner Elementary,257,1,16,"DOUGHERTY, TURNER ELEMENTARY"
Dougherty,Westover High School,1433,23,1020,"DOUGHERTY, WESTOVER HIGH SCHOOL"
Dougherty,Westtown Elementary,1805,9,103,"DOUGHERTY, WESTTOWN ELEMENTARY"
Douglas,Arbor Station,1336,29,579,"DOUGLAS, ARBOR STATION"
Douglas,Atlanta West Pentecostal,1889,15,253,"DOUGLAS, ATLANTA WEST PENTECOSTAL"
Douglas,Beulah Baptist Church,1197,24,1131,"DOUGLAS, BEULAH BAPTIST CHURCH"
Douglas,Boundary Waters,2496,28,384,"DOUGLAS, BOUNDARY WATERS"
Douglas,Bright Star,802,29,1008,"DOUGLAS, BRIGHT STAR"
Douglas,Chapel Hill,2098,31,767,"DOUGLAS, CHAPEL HILL"
Douglas,Chestnut Log,2065,38,677,"DOUGLAS, CHESTNUT LOG"
Douglas,Church At Chapel Hill,3250,45,1370,"DOUGLAS, CHURCH AT CHAPEL HILL"
Douglas,Deer Lick,1107,16,749,"DOUGLAS, DEER LICK"
Douglas,Dog River Library,1051,48,2838,"DOUGLAS, DOG RIVER LIBRARY"
Douglas,Dorsett Shoals,1116,42,1342,"DOUGLAS, DORSETT SHOALS"
Douglas,Ephesus Baptist Church,754,44,2282,"DOUGLAS, EPHESUS BAPTIST CHURCH"
Douglas,Factory Shoals,2347,31,770,"DOUGLAS, FACTORY SHOALS"
Douglas,First Baptist Douglasville,1143,20,729,"DOUGLAS, FIRST BAPTIST DOUGLASVILLE"
Douglas,First Baptist Lithia Springs,679,32,581,"DOUGLAS, FIRST BAPTIST LITHIA SPRINGS"
Douglas,Golden Methodist Church,2960,35,497,"DOUGLAS, GOLDEN METHODIST CHURCH"
Douglas,Lithia Springs High School,3331,38,674,"DOUGLAS, LITHIA SPRINGS HIGH SCHOOL"
Douglas,Lutheran Church-GS,2009,38,1056,"DOUGLAS, LUTHERAN CHURCH-GS"
Douglas,Mirror Lake Elementary,2571,68,1969,"DOUGLAS, MIRROR LAKE ELEMENTARY"
Douglas,Old Courthouse,2249,46,1014,"DOUGLAS, OLD COURTHOUSE"
Douglas,Prays Mill Gym,1702,48,2182,"DOUGLAS, PRAYS MILL GYM"
Douglas,St Julians Episcopal,749,24,751,"DOUGLAS, ST JULIANS EPISCOPAL"
Douglas,Stewart,1699,16,279,"DOUGLAS, STEWART"
Douglas,Turner,1466,36,1040,"DOUGLAS, TURNER"
Douglas,Winston,743,16,529,"DOUGLAS, WINSTON"
Early,Arlington,369,3,294,"EARLY, ARLINGTON"
Early,Blakely,1452,14,833,"EARLY, BLAKELY"
Early,Cedar Springs,191,1,641,"EARLY, CEDAR SPRINGS"
Early,Cuba,316,7,535,"EARLY, CUBA"
Early,Urquhart,109,3,419,"EARLY, URQUHART"
Echols,Statenville,167,18,1256,"ECHOLS, STATENVILLE"
Effingham,1A,317,12,1168,"EFFINGHAM, 1A"
Effingham,1B,350,27,1753,"EFFINGHAM, 1B"
Effingham,1C,210,23,782,"EFFINGHAM, 1C"
Effingham,1D,202,20,1230,"EFFINGHAM, 1D"
Effingham,2A,510,56,1723,"EFFINGHAM, 2A"
Effingham,2B,549,35,1522,"EFFINGHAM, 2B"
Effingham,2C,931,47,2418,"EFFINGHAM, 2C"
Effingham,3A,184,8,840,"EFFINGHAM, 3A"
Effingham,3B,414,16,722,"EFFINGHAM, 3B"
Effingham,3C,334,17,1109,"EFFINGHAM, 3C"
Effingham,3D,608,30,1606,"EFFINGHAM, 3D"
Effingham,4A,596,56,1933,"EFFINGHAM, 4A"
Effingham,4B,419,9,847,"EFFINGHAM, 4B"
Effingham,4C,313,47,1602,"EFFINGHAM, 4C"
Effingham,5A,445,32,1551,"EFFINGHAM, 5A"
Effingham,5B,970,36,1707,"EFFINGHAM, 5B"
Effingham,5C,368,21,845,"EFFINGHAM, 5C"
Elbert,Centerville,154,5,604,"ELBERT, CENTERVILLE"
Elbert,Elberton,1263,22,1326,"ELBERT, ELBERTON"
Elbert,Eliam,144,3,469,"ELBERT, ELIAM"
Elbert,Gaines,55,9,371,"ELBERT, GAINES"
Elbert,Goshen,248,5,962,"ELBERT, GOSHEN"
Elbert,Longstreet,122,3,347,"ELBERT, LONGSTREET"
Elbert,Moss-Ruckersville,83,1,271,"ELBERT, MOSS-RUCKERSVILLE"
Elbert,Petersburg,55,0,247,"ELBERT, PETERSBURG"
Elbert,Pike,441,11,756,"ELBERT, PIKE"
Elbert,Webbsboro,77,5,243,"ELBERT, WEBBSBORO"
Elbert,Wyche,237,2,630,"ELBERT, WYCHE"
Emanuel,Adrian,74,3,489,"EMANUEL, ADRIAN"
Emanuel,Blundale,29,3,549,"EMANUEL, BLUNDALE"
Emanuel,Canoochee,101,4,399,"EMANUEL, CANOOCHEE"
Emanuel,Cross-Green,117,3,65,"EMANUEL, CROSS-GREEN"
Emanuel,Garfield,77,6,294,"EMANUEL, GARFIELD"
Emanuel,Nunez,52,4,222,"EMANUEL, NUNEZ"
Emanuel,Oak Park,34,3,456,"EMANUEL, OAK PARK"
Emanuel,Stillmore,128,3,270,"EMANUEL, STILLMORE"
Emanuel,Summertown,86,0,287,"EMANUEL, SUMMERTOWN"
Emanuel,Swainsboro,1786,28,2790,"EMANUEL, SWAINSBORO"
Emanuel,Twin City,400,9,730,"EMANUEL, TWIN CITY"
Evans,Veterans Community Center,1324,35,2888,"EVANS, VETERANS COMMUNITY CENTER"
Fannin,Colwell,150,4,711,"FANNIN, COLWELL"
Fannin,Fairplay,169,13,726,"FANNIN, FAIRPLAY"
Fannin,Flinthill,299,14,1824,"FANNIN, FLINTHILL"
Fannin,Hemptown,181,12,791,"FANNIN, HEMPTOWN"
Fannin,Hothouse,169,5,784,"FANNIN, HOTHOUSE"
Fannin,Mineral Bluff,212,11,1168,"FANNIN, MINERAL BLUFF"
Fannin,Mobile,124,4,711,"FANNIN, MOBILE"
Fannin,Morganton,267,10,1265,"FANNIN, MORGANTON"
Fannin,Noontootla,138,1,524,"FANNIN, NOONTOOTLA"
Fannin,Skeniah,59,0,211,"FANNIN, SKENIAH"
Fannin,Sugar Creek,332,16,1450,"FANNIN, SUGAR CREEK"
Fannin,Toccoa,471,20,2004,"FANNIN, TOCCOA"
Fayette,Aberdeen,488,19,886,"FAYETTE, ABERDEEN"
Fayette,Antioch,596,25,870,"FAYETTE, ANTIOCH"
Fayette,Banks,643,12,567,"FAYETTE, BANKS"
Fayette,Blackrock,1490,13,598,"FAYETTE, BLACKROCK"
Fayette,Braelinn,387,21,1114,"FAYETTE, BRAELINN"
Fayette,Brooks,343,19,1793,"FAYETTE, BROOKS"
Fayette,Camp Creek,489,23,1021,"FAYETTE, CAMP CREEK"
Fayette,Dogwood,970,31,1519,"FAYETTE, DOGWOOD"
Fayette,Europe,2211,26,323,"FAYETTE, EUROPE"
Fayette,Fayetteville East,915,26,568,"FAYETTE, FAYETTEVILLE EAST"
Fayette,Fayetteville West,984,24,732,"FAYETTE, FAYETTEVILLE WEST"
Fayette,Fielding Ridge,1105,46,1677,"FAYETTE, FIELDING RIDGE"
Fayette,Flat Creek,621,34,879,"FAYETTE, FLAT CREEK"
Fayette,Flint,825,22,478,"FAYETTE, FLINT"
Fayette,Harps Crossing,478,15,803,"FAYETTE, HARPS CROSSING"
Fayette,Hopeful,1070,22,628,"FAYETTE, HOPEFUL"
Fayette,Jeff Davis,1299,15,664,"FAYETTE, JEFF DAVIS"
Fayette,Kedron,1731,65,1991,"FAYETTE, KEDRON"
Fayette,Kenwood,625,11,155,"FAYETTE, KENWOOD"
Fayette,McIntosh,1007,28,1620,"FAYETTE, MCINTOSH"
Fayette,Morning Creek,1415,25,920,"FAYETTE, MORNING CREEK"
Fayette,Murphy,1290,36,1189,"FAYETTE, MURPHY"
Fayette,Oak Grove,412,17,640,"FAYETTE, OAK GROVE"
Fayette,Oak Ridge,1038,13,643,"FAYETTE, OAK RIDGE"
Fayette,Rareover,824,48,1528,"FAYETTE, RAREOVER"
Fayette,Rising Star,1068,47,2320,"FAYETTE, RISING STAR"
Fayette,Sandy Creek,2252,40,1338,"FAYETTE, SANDY CREEK"
Fayette,Shakerag East,471,20,775,"FAYETTE, SHAKERAG EAST"
Fayette,Shakerag West,417,21,634,"FAYETTE, SHAKERAG WEST"
Fayette,Spring Hill,1453,24,1083,"FAYETTE, SPRING HILL"
Fayette,Starrsmill,653,34,1885,"FAYETTE, STARRSMILL"
Fayette,Whitewater,997,40,1899,"FAYETTE, WHITEWATER"
Fayette,Willow Pond,1188,34,1166,"FAYETTE, WILLOW POND"
Fayette,Willowbend,554,27,967,"FAYETTE, WILLOWBEND"
Fayette,Windgate,280,33,496,"FAYETTE, WINDGATE"
Fayette,Woolsey,476,20,1583,"FAYETTE, WOOLSEY"
Floyd,Alto Park,679,31,1764,"FLOYD, ALTO PARK"
Floyd,Armuchee,155,6,791,"FLOYD, ARMUCHEE"
Floyd,Barkers,223,15,1543,"FLOYD, BARKERS"
Floyd,Cave Spring,242,15,883,"FLOYD, CAVE SPRING"
Floyd,Chulio,140,7,721,"FLOYD, CHULIO"
Floyd,East Lindale,565,38,1801,"FLOYD, EAST LINDALE"
Floyd,East Rome,1282,48,1303,"FLOYD, EAST ROME"
Floyd,Etowah,795,37,2964,"FLOYD, ETOWAH"
Floyd,Everett Springs,55,2,280,"FLOYD, EVERETT SPRINGS"
Floyd,Floyd Springs,150,18,1154,"FLOYD, FLOYD SPRINGS"
Floyd,Fosters Mill,83,10,631,"FLOYD, FOSTERS MILL"
Floyd,Garden Lakes,450,12,1029,"FLOYD, GARDEN LAKES"
Floyd,Glenwood,562,35,1823,"FLOYD, GLENWOOD"
Floyd,Howell,120,6,971,"FLOYD, HOWELL"
Floyd,Mt Alto North,1476,51,1704,"FLOYD, MT ALTO NORTH"
Floyd,Mt Alto South,1118,34,1426,"FLOYD, MT ALTO SOUTH"
Floyd,North Carolina,216,8,977,"FLOYD, NORTH CAROLINA"
Floyd,North Rome,1037,21,1088,"FLOYD, NORTH ROME"
Floyd,Riverside,146,10,405,"FLOYD, RIVERSIDE"
Floyd,South Rome,638,12,204,"FLOYD, SOUTH ROME"
Floyd,Texas Valley,87,6,541,"FLOYD, TEXAS VALLEY"
Floyd,Town Rome,883,38,1035,"FLOYD, TOWN ROME"
Floyd,Vanns Valley,107,5,436,"FLOYD, VANNS VALLEY"
Floyd,Watters,397,26,2138,"FLOYD, WATTERS"
Floyd,West Lindale,402,26,1511,"FLOYD, WEST LINDALE"
Forsyth,01 Big Creek,3871,126,5095,"FORSYTH, 01 BIG CREEK"
Forsyth,02 Brandywine,1820,59,1404,"FORSYTH, 02 BRANDYWINE"
Forsyth,03 Browns Bridge,1850,147,6123,"FORSYTH, 03 BROWNS BRIDGE"
Forsyth,04 Chestatee,889,96,4154,"FORSYTH, 04 CHESTATEE"
Forsyth,05 Coal Mountain,1577,111,4346,"FORSYTH, 05 COAL MOUNTAIN"
Forsyth,06 Crossroads,1082,91,3981,"FORSYTH, 06 CROSSROADS"
Forsyth,07 Cumming,1332,79,2989,"FORSYTH, 07 CUMMING"
Forsyth,08 Mashburn,1949,128,4633,"FORSYTH, 08 MASHBURN"
Forsyth,10 Midway,3141,145,6381,"FORSYTH, 10 MIDWAY"
Forsyth,15 Heardsville,1499,91,4801,"FORSYTH, 15 HEARDSVILLE"
Forsyth,16 Otwell,1270,82,3520,"FORSYTH, 16 OTWELL"
Forsyth,19 Old Atlanta,1169,29,1811,"FORSYTH, 19 OLD ATLANTA"
Forsyth,21 South Forsyth,2297,73,4434,"FORSYTH, 21 SOUTH FORSYTH"
Forsyth,25 Windermere,3233,89,4599,"FORSYTH, 25 WINDERMERE"
Forsyth,27 Concord,1741,136,5939,"FORSYTH, 27 CONCORD"
Forsyth,29 Polo,3281,119,5441,"FORSYTH, 29 POLO"
Forsyth,34 Fowler,1648,57,2227,"FORSYTH, 34 FOWLER"
Forsyth,35 Johns Creek,3167,80,3539,"FORSYTH, 35 JOHNS CREEK"
Forsyth,36 Nichols,2379,97,3306,"FORSYTH, 36 NICHOLS"
Forsyth,37 Sawnee,3008,145,6399,"FORSYTH, 37 SAWNEE"
Franklin,Canon,110,10,805,"FRANKLIN, CANON"
Franklin,Carnesville,193,13,1570,"FRANKLIN, CARNESVILLE"
Franklin,Lavonia,382,15,1199,"FRANKLIN, LAVONIA"
Franklin,Northeast Franklin,325,14,1750,"FRANKLIN, NORTHEAST FRANKLIN"
Franklin,Royston,282,19,1130,"FRANKLIN, ROYSTON"
Franklin,Southwest Franklin,173,21,1563,"FRANKLIN, SOUTHWEST FRANKLIN"
Franklin,West Franklin,128,11,1052,"FRANKLIN, WEST FRANKLIN"
Fulton,01A,2579,25,247,"FULTON, 01A"
Fulton,01B,2984,42,301,"FULTON, 01B"
Fulton,01C,717,13,49,"FULTON, 01C"
Fulton,01D,435,3,34,"FULTON, 01D"
Fulton,01E,2435,37,287,"FULTON, 01E"
Fulton,01F,481,6,34,"FULTON, 01F"
Fulton,01G,1159,17,87,"FULTON, 01G"
Fulton,01H,405,4,16,"FULTON, 01H"
Fulton,01I,0,0,1,"FULTON, 01I"
Fulton,01J,1287,18,72,"FULTON, 01J"
Fulton,01P,603,7,28,"FULTON, 01P"
Fulton,01R,468,12,37,"FULTON, 01R"
Fulton,01S,928,10,56,"FULTON, 01S"
Fulton,01T,808,11,67,"FULTON, 01T"
Fulton,02A,2975,54,666,"FULTON, 02A"
Fulton,02A1,354,8,88,"FULTON, 02A1"
Fulton,02B,1242,21,168,"FULTON, 02B"
Fulton,02C,1175,11,138,"FULTON, 02C"
Fulton,02D,3200,46,478,"FULTON, 02D"
Fulton,02E,1463,16,143,"FULTON, 02E"
Fulton,02F1,2092,37,280,"FULTON, 02F1"
Fulton,02F2,432,7,65,"FULTON, 02F2"
Fulton,02G,2523,44,349,"FULTON, 02G"
Fulton,02J,1412,33,163,"FULTON, 02J"
Fulton,02K,924,14,135,"FULTON, 02K"
Fulton,02L1,3440,60,668,"FULTON, 02L1"
Fulton,02L1A,724,8,115,"FULTON, 02L1A"
Fulton,02L2,1314,10,222,"FULTON, 02L2"
Fulton,02S,450,9,43,"FULTON, 02S"
Fulton,02W,544,7,104,"FULTON, 02W"
Fulton,03A,777,7,41,"FULTON, 03A"
Fulton,03B,213,3,16,"FULTON, 03B"
Fulton,03C,728,11,27,"FULTON, 03C"
Fulton,03D,433,1,29,"FULTON, 03D"
Fulton,03E,1024,15,71,"FULTON, 03E"
Fulton,03F,1253,8,242,"FULTON, 03F"
Fulton,03G,272,3,14,"FULTON, 03G"
Fulton,03H,388,2,33,"FULTON, 03H"
Fulton,03I,559,16,89,"FULTON, 03I"
Fulton,03L,206,2,16,"FULTON, 03L"
Fulton,03M,455,10,88,"FULTON, 03M"
Fulton,03N,870,15,48,"FULTON, 03N"
Fulton,03P1A,2118,40,313,"FULTON, 03P1A"
Fulton,03P2,7,0,0,"FULTON, 03P2"
Fulton,03S,408,0,20,"FULTON, 03S"
Fulton,03T,781,11,44,"FULTON, 03T"
Fulton,04A,580,9,20,"FULTON, 04A"
Fulton,04B,758,7,33,"FULTON, 04B"
Fulton,04C,51,0,1,"FULTON, 04C"
Fulton,04D,812,12,33,"FULTON, 04D"
Fulton,04F,1145,16,114,"FULTON, 04F"
Fulton,04G,388,4,19,"FULTON, 04G"
Fulton,04I,769,9,71,"FULTON, 04I"
Fulton,04J,183,4,9,"FULTON, 04J"
Fulton,04K,1273,12,67,"FULTON, 04K"
Fulton,04L,929,6,60,"FULTON, 04L"
Fulton,04M,328,3,15,"FULTON, 04M"
Fulton,04S,1198,14,48,"FULTON, 04S"
Fulton,04T,643,7,40,"FULTON, 04T"
Fulton,04V,1288,14,69,"FULTON, 04V"
Fulton,04W,225,1,2,"FULTON, 04W"
Fulton,04X1,1035,5,61,"FULTON, 04X1"
Fulton,04X2,380,10,30,"FULTON, 04X2"
Fulton,05A1,1973,31,208,"FULTON, 05A1"
Fulton,05A2,2185,26,217,"FULTON, 05A2"
Fulton,05B,1055,8,68,"FULTON, 05B"
Fulton,05C,38,1,5,"FULTON, 05C"
Fulton,05D,85,2,6,"FULTON, 05D"
Fulton,05F,130,0,13,"FULTON, 05F"
Fulton,05J,422,12,48,"FULTON, 05J"
Fulton,05K,1097,22,119,"FULTON, 05K"
Fulton,06B,1231,15,224,"FULTON, 06B"
Fulton,06D,4397,60,897,"FULTON, 06D"
Fulton,06D1,1178,17,299,"FULTON, 06D1"
Fulton,06D2,380,10,108,"FULTON, 06D2"
Fulton,06E,1337,22,269,"FULTON, 06E"
Fulton,06F,1726,34,306,"FULTON, 06F"
Fulton,06G,355,9,65,"FULTON, 06G"
Fulton,06I,2142,44,329,"FULTON, 06I"
Fulton,06J,1894,30,329,"FULTON, 06J"
Fulton,06L1,628,10,162,"FULTON, 06L1"
Fulton,06L2,410,9,159,"FULTON, 06L2"
Fulton,06N,808,21,351,"FULTON, 06N"
Fulton,06Q,324,2,22,"FULTON, 06Q"
Fulton,06R,1092,13,261,"FULTON, 06R"
Fulton,07A,3341,66,2030,"FULTON, 07A"
Fulton,07B,1154,29,1280,"FULTON, 07B"
Fulton,07C,1945,26,1266,"FULTON, 07C"
Fulton,07D,2020,38,1211,"FULTON, 07D"
Fulton,07E,1192,22,510,"FULTON, 07E"
Fulton,07F,1790,35,1054,"FULTON, 07F"
Fulton,07H,1025,12,621,"FULTON, 07H"
Fulton,07J,1537,28,707,"FULTON, 07J"
Fulton,07M,1039,20,452,"FULTON, 07M"
Fulton,07N,1081,15,228,"FULTON, 07N"
Fulton,08A,1306,26,1070,"FULTON, 08A"
Fulton,08B,1444,48,1298,"FULTON, 08B"
Fulton,08C,506,5,691,"FULTON, 08C"
Fulton,08D,363,9,517,"FULTON, 08D"
Fulton,08E,1085,21,1079,"FULTON, 08E"
Fulton,08F1,891,21,956,"FULTON, 08F1"
Fulton,08G,1265,31,737,"FULTON, 08G"
Fulton,08H,1099,12,971,"FULTON, 08H"
Fulton,08J,1630,47,955,"FULTON, 08J"
Fulton,08K,570,19,247,"FULTON, 08K"
Fulton,08L,2310,71,914,"FULTON, 08L"
Fulton,08M,839,21,942,"FULTON, 08M"
Fulton,08N1,338,15,318,"FULTON, 08N1"
Fulton,08N2,756,11,452,"FULTON, 08N2"
Fulton,08P,946,17,186,"FULTON, 08P"
Fulton,09A,2098,63,595,"FULTON, 09A"
Fulton,09B,175,2,7,"FULTON, 09B"
Fulton,09C,1601,21,67,"FULTON, 09C"
Fulton,09D,949,9,48,"FULTON, 09D"
Fulton,09E,1514,21,123,"FULTON, 09E"
Fulton,09F,1917,41,1029,"FULTON, 09F"
Fulton,09G,2228,52,538,"FULTON, 09G"
Fulton,09H,624,14,75,"FULTON, 09H"
Fulton,09I,563,7,35,"FULTON, 09I"
Fulton,09K,1598,27,87,"FULTON, 09K"
Fulton,09K1,453,4,32,"FULTON, 09K1"
Fulton,09M,1591,34,279,"FULTON, 09M"
Fulton,10A,1724,14,72,"FULTON, 10A"
Fulton,10B,2592,19,96,"FULTON, 10B"
Fulton,10C,1153,11,52,"FULTON, 10C"
Fulton,10D,2117,24,121,"FULTON, 10D"
Fulton,10E,569,2,31,"FULTON, 10E"
Fulton,10F,638,8,31,"FULTON, 10F"
Fulton,10G,844,6,38,"FULTON, 10G"
Fulton,10H1,269,4,8,"FULTON, 10H1"
Fulton,10H2,1083,6,50,"FULTON, 10H2"
Fulton,10I,264,0,10,"FULTON, 10I"
Fulton,10J,479,6,24,"FULTON, 10J"
Fulton,10K,972,13,47,"FULTON, 10K"
Fulton,10M,1531,21,70,"FULTON, 10M"
Fulton,10P,720,4,31,"FULTON, 10P"
Fulton,10R,385,5,22,"FULTON, 10R"
Fulton,11B,2557,11,77,"FULTON, 11B"
Fulton,11B1,392,1,24,"FULTON, 11B1"
Fulton,11C,2095,16,53,"FULTON, 11C"
Fulton,11E1,688,5,37,"FULTON, 11E1"
Fulton,11E2,581,3,24,"FULTON, 11E2"
Fulton,11E3,1988,13,64,"FULTON, 11E3"
Fulton,11G,957,8,51,"FULTON, 11G"
Fulton,11H,372,5,26,"FULTON, 11H"
Fulton,11J,1068,10,36,"FULTON, 11J"
Fulton,11K,1158,13,53,"FULTON, 11K"
Fulton,11M,1037,2,31,"FULTON, 11M"
Fulton,11M1,733,10,39,"FULTON, 11M1"
Fulton,11N,1440,12,70,"FULTON, 11N"
Fulton,11P,1088,8,39,"FULTON, 11P"
Fulton,11R,809,8,37,"FULTON, 11R"
Fulton,12A,2663,36,179,"FULTON, 12A"
Fulton,12A1,371,11,20,"FULTON, 12A1"
Fulton,12D,586,9,30,"FULTON, 12D"
Fulton,12E1,671,3,64,"FULTON, 12E1"
Fulton,12F,496,6,29,"FULTON, 12F"
Fulton,12G,431,0,25,"FULTON, 12G"
Fulton,12H1,346,6,32,"FULTON, 12H1"
Fulton,12H2,1389,11,43,"FULTON, 12H2"
Fulton,12I,491,6,22,"FULTON, 12I"
Fulton,12J,1327,15,78,"FULTON, 12J"
Fulton,12K,1512,24,105,"FULTON, 12K"
Fulton,12L,268,1,18,"FULTON, 12L"
Fulton,12M,1312,16,69,"FULTON, 12M"
Fulton,12N,402,5,18,"FULTON, 12N"
Fulton,12S,996,9,40,"FULTON, 12S"
Fulton,AP01A,2195,50,1864,"FULTON, AP01A"
Fulton,AP01B,486,21,400,"FULTON, AP01B"
Fulton,AP01C,978,37,879,"FULTON, AP01C"
Fulton,AP01D,392,19,278,"FULTON, AP01D"
Fulton,AP021,1291,38,1266,"FULTON, AP021"
Fulton,AP022,1000,18,778,"FULTON, AP022"
Fulton,AP02B,280,6,203,"FULTON, AP02B"
Fulton,AP03,325,4,101,"FULTON, AP03"
Fulton,AP04A,658,30,764,"FULTON, AP04A"
Fulton,AP04B,193,5,205,"FULTON, AP04B"
Fulton,AP05,1927,38,1857,"FULTON, AP05"
Fulton,AP06,694,20,888,"FULTON, AP06"
Fulton,AP07A,1464,37,1370,"FULTON, AP07A"
Fulton,AP07B,768,11,755,"FULTON, AP07B"
Fulton,AP09A,1933,45,1508,"FULTON, AP09A"
Fulton,AP09B,453,15,238,"FULTON, AP09B"
Fulton,AP10,343,14,476,"FULTON, AP10"
Fulton,AP12A,320,6,185,"FULTON, AP12A"
Fulton,AP12B,406,9,201,"FULTON, AP12B"
Fulton,AP12C,792,14,955,"FULTON, AP12C"
Fulton,AP14,1419,36,1161,"FULTON, AP14"
Fulton,CH01,150,4,61,"FULTON, CH01"
Fulton,CH02,96,3,151,"FULTON, CH02"
Fulton,CH03,98,3,208,"FULTON, CH03"
Fulton,CH04A,345,7,321,"FULTON, CH04A"
Fulton,CH05,90,3,240,"FULTON, CH05"
Fulton,CP011,610,18,143,"FULTON, CP011"
Fulton,CP012,786,14,143,"FULTON, CP012"
Fulton,CP01B,188,6,64,"FULTON, CP01B"
Fulton,CP02,586,13,80,"FULTON, CP02"
Fulton,CP04A,2,0,2,"FULTON, CP04A"
Fulton,CP04B,16,0,3,"FULTON, CP04B"
Fulton,CP051,921,7,43,"FULTON, CP051"
Fulton,CP05B,72,0,5,"FULTON, CP05B"
Fulton,CP06A,214,6,14,"FULTON, CP06A"
Fulton,CP07B,3,0,1,"FULTON, CP07B"
Fulton,CP07C,71,1,1,"FULTON, CP07C"
Fulton,CP07D,225,5,11,"FULTON, CP07D"
Fulton,CP07E,41,0,1,"FULTON, CP07E"
Fulton,CP07F,61,0,3,"FULTON, CP07F"
Fulton,CP081,106,1,7,"FULTON, CP081"
Fulton,CP083,36,1,0,"FULTON, CP083"
Fulton,CP084,0,0,0,"FULTON, CP084"
Fulton,CP08A,177,1,6,"FULTON, CP08A"
Fulton,EP01A,1462,20,168,"FULTON, EP01A"
Fulton,EP01B,1591,18,146,"FULTON, EP01B"
Fulton,EP02A,1042,2,70,"FULTON, EP02A"
Fulton,EP02B,982,13,154,"FULTON, EP02B"
Fulton,EP02C,261,5,48,"FULTON, EP02C"
Fulton,EP02D,233,1,12,"FULTON, EP02D"
Fulton,EP02E,697,14,52,"FULTON, EP02E"
Fulton,EP03A,2674,24,178,"FULTON, EP03A"
Fulton,EP03B,1020,7,61,"FULTON, EP03B"
Fulton,EP04A,2550,21,104,"FULTON, EP04A"
Fulton,EP04B,1490,8,57,"FULTON, EP04B"
Fulton,EP04C,441,1,16,"FULTON, EP04C"
Fulton,FA01A,2223,18,300,"FULTON, FA01A"
Fulton,FA01B,3087,23,345,"FULTON, FA01B"
Fulton,FA01C,445,9,32,"FULTON, FA01C"
Fulton,FA01D,159,1,16,"FULTON, FA01D"
Fulton,FC01,175,1,10,"FULTON, FC01"
Fulton,FC02,46,0,14,"FULTON, FC02"
Fulton,FC03,16,0,1,"FULTON, FC03"
Fulton,HP01,1622,26,556,"FULTON, HP01"
Fulton,JC01,2238,27,1197,"FULTON, JC01"
Fulton,JC01A,664,4,376,"FULTON, JC01A"
Fulton,JC02,1306,17,897,"FULTON, JC02"
Fulton,JC03A,283,5,198,"FULTON, JC03A"
Fulton,JC03B,777,21,445,"FULTON, JC03B"
Fulton,JC04A,1522,20,1070,"FULTON, JC04A"
Fulton,JC04B,149,1,80,"FULTON, JC04B"
Fulton,JC04C,596,21,361,"FULTON, JC04C"
Fulton,JC05,1054,29,700,"FULTON, JC05"
Fulton,JC06,1094,23,967,"FULTON, JC06"
Fulton,JC07,2145,38,1403,"FULTON, JC07"
Fulton,JC08,1267,28,1013,"FULTON, JC08"
Fulton,JC09,1426,31,947,"FULTON, JC09"
Fulton,JC10,1246,27,725,"FULTON, JC10"
Fulton,JC11,1314,33,1364,"FULTON, JC11"
Fulton,JC12,907,26,1328,"FULTON, JC12"
Fulton,JC13A,768,13,1067,"FULTON, JC13A"
Fulton,JC13B,76,3,156,"FULTON, JC13B"
Fulton,JC14,1042,21,1040,"FULTON, JC14"
Fulton,JC15,430,10,266,"FULTON, JC15"
